Import.export,Country,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Food export, current US$",Azerbaijan,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,27526063.2,53999152.9,45418154.01,58456174.36,55203333.97,53507310.25,65659044,125451842.7,153989422.7,572097517.1,654514521.9,1773363939,339846155.7,753720666.6,736964391.6,930187941.2,1134912331,1156868916,1080177255,1047324592,759014295.7
,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$","Bahamas, The",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,80216035.21,70608520.31,83259040.86,#VALUE!,#VALUE!,#VALUE!,112613248.6,46452608.85,98139232.7,93675525.77,99294115.32,73271971.43,71172034.34,77444827.7,83452688.9,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,233155416.2,#VALUE!,270983024.1,308925547.1,316181950.1,346716179.2,334706523.3,322143543.9,319391352.5,349664619.9,361619901.7,403036425,449796347.4,500385868.6,465775349.6,454113174.4,470361502.9,537462360,509877752.4,536779857.9,571135195,#VALUE!
"Food export, current US$","Bahamas, The",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,26399060.84,40293586.29,57196496.19,#VALUE!,#VALUE!,#VALUE!,20341885.89,28121303.73,35432652.24,28918414.01,38359461.3,37691911.32,31698311.5,42917143.93,59083604.11,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,126448446.8,#VALUE!,125900508.9,182963247.6,283664482.5,284705872.5,222776218.3,256027864,236563667,239637728.7,192857485.5,238154249.7,228017300.9,295179196,143100835.4,176633735.6,195950317.8,239846165.4,240380677.5,167811967.2,149091043.4,#VALUE!
,"Bahamas, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Bahamas, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Bahrain,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,50315438.49,37536225.51,41162467,57475951.89,70790716.47,76478437.74,122133158.3,135543160.5,164811140.8,370973740.2,581156737.2,525846200.4,457767423.6,428142398.2,513636128.6,482736339.4,424960095.2,457083135.6,458097818.2,499650785.7,610921521.1,588607726.2,577841818,624503010.4,403986255.6,456962269.7,818597469.9,#VALUE!,#VALUE!,#VALUE!,449351303.6,505565189.6,548134158.7,541411295.2,598562976.4,637748150.8,601923852,593332077.7,941620096.8,805461867.7,928028573.2,1053320459,1392661705,1327894021,1324121852,1170280472,1047642899
"Food export, current US$",Bahrain,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,11383226.09,9325088.169,13671597.76,20162949.74,26077813.16,18181984.62,25498359.95,27197863.53,23421537.86,78197724.82,313913720.9,55856013.07,72295524.2,31922901.52,32159288.31,27500210.23,25376977.57,26567089.13,31299362.72,95957163.28,106215734.2,170843290.7,225556991.8,204758911.1,71844416.39,98988140.41,267587845.4,#VALUE!,#VALUE!,#VALUE!,39377379.99,33899004.5,36540171.52,47469928.29,41624570.69,44744552.23,44941998.47,52341946.1,356156314.1,406643804.4,277089419.5,332251221.7,512344896.6,862070603.2,469149809.2,311722317.5,309394741.3
,Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Bangladesh,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,204777788.1,311387602.7,483000313,614049508.9,544868534.9,639935943.3,432240771.2,818924235.3,616503903.6,531324103.4,656777767.1,869401619.6,880948527,685762474.6,591723621.8,681768774.8,636241150.5,#VALUE!,1158308199,1197578099,1224666854,1145708978,#VALUE!,1463552545,1568168838,1254512749,2002027937,1878499741,1930044908,2677486046,4176957445,4371713627,4077836644,4847151735,7059333471,4944612034,6253943897,#VALUE!,6963003588,#VALUE!
"Food export, current US$",Bangladesh,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,62061019.43,75046312.43,83791523.48,94505096.32,124154341.9,153569722.5,139600511.9,167424791.6,179006043.1,177723474.1,198897537.2,234156850.9,232763130.5,239186798.6,213502215.4,231315318.2,300620012.2,398004724.9,365813031.4,428529096.5,403828505,370231512.5,#VALUE!,486124678.5,368871311.9,418652704.2,404589784.4,513595818.7,578442769.8,699670828.1,811941836.1,740683076.3,557293169.1,773486161.7,943342465.5,664358072.3,1150040490,#VALUE!,876160759.1,#VALUE!
,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Barbados,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,21364018.47,22270211.32,24459799.13,28822800.25,31604576.71,38000812.24,46395218.02,53985650.7,54726065.99,58294648.55,62319844.24,72148325.79,82187983.08,93846268.23,99671460.46,93712604.71,91711946.33,94970316.64,91011363.88,91540242.37,99937900.07,115167620.8,123730191.9,122362525.2,130269431.1,113379390.2,114794876.7,126456856.1,140799873.3,147203382.1,176154115.5,169016867.9,180737436.2,178280631.5,186425836.2,196047070.9,203659377.3,283973417.8,242253901.4,260115376,355595099.9,363943571.9,299084622.6,390949256.4,335462981.8,338148989.8,345118675.5,343335400.9,347717428.5,342946508.4
"Food export, current US$",Barbados,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,38694267.65,35280182.51,28296060.72,28880345.99,29895947.69,28438351.43,30916982.9,53458411.94,74111410.41,44235865.66,47670421.49,51905695.02,54324333.65,106194277,58467948.38,71653945.04,39496687.16,59989395.22,55400856.1,52023151.88,44442409.07,47084820.17,42745018.39,58890285.56,52876228.66,83375475.29,69298089.68,69045774.39,93633640.15,132761311.4,127058975.3,98139283.16,98365056.29,101083885.5,108283971.3,102786332.6,94189997.24,116726415.1,138833412.6,154689921.5,158637458.5,188145720,146555196.5,141007383.5,149692327.3,177723222.5,161905356.5,145529572.9,163282893.1,174811058.8
,Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Belarus,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,948099056.2,823885211.4,1026402099,879013662.3,974618394.4,1148850342,1503753156,1561697913,1905627565,2088088383,2889661559,2233882657,2744505895,3096013524,3505764716,3968949506,4662630743,4273565216,3819798655
"Food export, current US$",Belarus,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,602577490.2,440940351,494616691.6,596740877.2,615762678.8,821634958.3,1149603634,1318563725,1477346667,1761769064,2194337914,2278175898,3190581457,3791503063,4518475767,5349200103,5339738869,4169094344,3988542821
,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Belgium,#VALUE!,#VALUE!,629454432.1,678088718.4,797342380.9,931040153.8,985164395.1,1089458266,1118375835,1263557628,1492142834,1709309847,2056084648,2943120446,3470149511,3987058528,4558873534,5328033118,6242944792,7444697797,7988985281,7385680037,7262149923,6711886450,6841812828,6589686472,8038431800,9423865831,10307988668,10054202884,11814326271,12579512392,13614656809,13081000180,14824358980,18416476441,17851701909,17346155892,17694039434,16310120583,14938291215,15450345389,16953987850,20511714818,23276244982,24384201559,25819022554,31585434865,37925094940,32665635636,32530402702,39470541123,38064920429,39299932710,41297070704,34534248613,36039746487
"Food export, current US$",Belgium,#VALUE!,#VALUE!,261773001.9,333484235.5,345536165.9,452233077.4,489140181.7,584163120.2,668882453.2,813271332.2,973107526.6,1181739799,1547505907,2160744865,2511184803,2908907635,3120840599,3625448234,4292064540,5255041321,6057318298,5979761216,5769404602,5285599710,5640277960,5520302261,7044595323,8526036178,9177003366,9684196281,11093897648,12164591781,13313870229,13628885299,15388267777,18334948765,17988743086,18368343455,18942802458,17980911495,16778659670,17445966277,18469718835,22183898270,25513415360,26905706722,28593011447,34208809727,40484429507,35629097917,36083599129,42077142115,41094097994,42662022340,44342312098,38406515439,40349015848
,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Belize,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,24673927.48,19267569.3,22129953.76,28637297.74,36275896.64,37137771.23,#VALUE!,26046059.08,26250702.32,31606773.77,34383749.49,33209797.1,36142558.6,42861751.97,52446322.47,49674354.88,#VALUE!,57580827.63,49735687.85,47733977.36,49172518.24,51794087.24,56449783.85,56718035.86,74972105.39,73339921.85,70995310.77,59996932.44,65589501.9,61884286.2,95669960.32,80462388.59,88993925.12,106494413.2,99331353.32,116687840.1,103944625,120574927,126596424.6,227444588,213188292.5,203920182.4
"Food export, current US$",Belize,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,51552151.7,26704775.98,38415258.72,51971557.24,66115177,88156489.07,#VALUE!,72623680.9,77572051.76,159246875.3,115972939.8,98457938.99,88056761.67,94717885.36,115641944.2,124089599.2,#VALUE!,110560263.7,104367617.1,119975941.2,140075741.1,133379983.5,150465603.3,144049180.7,20277897.75,190224967.3,58451773.86,36374434.45,183763901,187355239,278579248.6,309458739.5,273289380.6,268770805.1,266235612.8,291043135.6,322959803,430504588.1,468299823.8,376248424,378419113.4,327212871.2
,Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Benin,#VALUE!,#VALUE!,7081515.229,7564495.757,7582242.907,7849162.352,8262425.086,10571814.29,10793374.37,10705173.01,11329609.44,13145168.04,19194332.95,24424738.78,26221109.57,#VALUE!,#VALUE!,#VALUE!,#VALUE!,74990222.83,86947705.33,#VALUE!,115624823.9,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,218716916.5,202775108.9,154428823.3,203855506.3,203242205.3,180742988.7,182818006,172043499.2,134047096.4,126848579.7,173052013.7,215941010.5,219559170.8,304809985.1,376728134.2,634717852.5,827289262.8,641854564.4,793621206.1,722095599,886151261.5,1214060332,1752923718,953783901.7,1102260973
"Food export, current US$",Benin,#VALUE!,#VALUE!,10207887.45,11432094.6,12283338.32,12067895.53,8007763.603,10347860.35,16628679.56,20039007.98,23138517.17,31267476.16,22622321.75,26642302.87,14914983.94,#VALUE!,#VALUE!,#VALUE!,#VALUE!,32482018.79,38948294.42,#VALUE!,8629341.412,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,51791842.74,43393834.3,78730792.95,59295964.02,62449771.45,53195831.07,62294544.77,69159840.24,81084737.21,75033057.16,146747428.4,100576133.5,104235069.5,149754044,298513552.5,398242224.3,386080668.6,603754841.1,866356015.2,536749889.1,581958319.9,732216389.3,765347720.7,413261995.4,452657829
,Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Bermuda,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,65902360.83,73321978,71638440.41,76966281.52,82790840.92,79481369.48,#VALUE!,#VALUE!,105996766.9,#VALUE!,132843251.4,126281805.9,123207356,105397183,#VALUE!,113650253.6,#VALUE!,126866389.5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,126993036.1,152351328.2,185361378.3,193994772.6,201306587.3,193178760.2,204884416.7
"Food export, current US$",Bermuda,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,341453.4006,661892.2452,367080.5501,558178.9681,387426.9369,390322.3215,#VALUE!,#VALUE!,865928.3946,876690.418,621429.2014,1144243.597,1023521.519,842427.6434,#VALUE!,841269.5507,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2589503.567,239170.3473,5235255.108,9864275.384,11983665.07
,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Bhutan,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,21006978.26,17531278.55,17454147.87,19744496.41,#VALUE!,#VALUE!,#VALUE!,25146990.74,32506361.44,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,55989401.62,86606288.85,113068115.8,88079890.07,77198700.73,97961909.98,114241948.1,136016078.6,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Bhutan,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,12507113.54,17340151.31,15028358.37,15355193.61,#VALUE!,#VALUE!,#VALUE!,16299412.64,15465428.2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,27479446.4,53319600.63,69065436.52,251924955,30220484.42,45983717.15,57027108.88,37124371.59,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Bolivia,#VALUE!,#VALUE!,24385512.25,27361603.12,24553559.06,26634619.68,25798143,31027614.46,26969308.97,28561746.04,32104979.14,36800854.55,39186662.54,#VALUE!,85090170.42,97472838.7,83604504.69,86563885.11,111836340,123687162.9,125836771.7,133384674.5,104475949.5,117585090.3,82219796.52,126545514.8,90145750.47,138523254.8,66634481.38,102392738.5,79255831.38,107155914,122471815.3,113743576.7,122172035.5,136644770.4,171707332.7,161640751.4,158463867.6,170106941.8,247596510,254600528.2,235230661.3,215152864.2,213247449,249566930.5,271933950.3,374918849.5,475579158.7,416061655.1,430033594,637202004.9,627184877.7,694648768.5,804200675.8,671047834.5,727635895.2
"Food export, current US$",Bolivia,#VALUE!,#VALUE!,2057501.73,1518186.177,2430638.237,1987536.67,5824265.04,7151361.7,3987987.731,4171522.957,5117772.238,8163598.407,7584619.968,14055826.8,25598017.6,23760804.73,55682062.59,44247597.35,38595635.57,56340432.75,75521050.66,29976919.76,36582001.41,31947450.56,18734490.47,23327597.63,58487512.82,54138715.02,51503236.9,108196960.3,175440714.7,144365638.7,99000577.71,120383027,233322129.4,236236669.5,325551547.4,374810419.2,331533634.5,275348916.7,372053927,402937716.6,440183790.7,494377878,587268830,588290631.8,579330198.1,689508044.8,927080273.1,973214386.9,977567042.7,1078534410,1634307149,1959088713,1960590338,1473945579,1593104186
,Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Bosnia and Herzegovina,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,669129801.2,973186569.5,1228303272,1236159275,1541431622,1927741290,1666080738,1669184241,1942698461,1825423887,1841340765,1841189199,1617170153,1642052546
"Food export, current US$",Bosnia and Herzegovina,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,47543970.89,78537684.87,138493048.7,163801692.1,223678061.2,299812252.5,303950472.6,351444878,398626207.8,383936342.4,425784254,413380011,434795442.7,497918600.2
,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Botswana,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,296345868.8,252223574.8,285796312.5,339382094.8,463882678.4,436575467.5,423209823.1,533366645.8,623365475.7,617693661.2,699305766.1,760120350.6,718417427.7,841131202.9,714538767.7,632104400.5,677973244
"Food export, current US$",Botswana,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,74564555.9,78756140.16,85827525.83,66417621.44,87645773.53,114667257.9,122223683.7,146544244.1,143643150.7,177821566.5,238637301.1,131516954.7,121718242,184074567.7,168364342.4,139725059.7,125992188.2
,Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Brazil,#VALUE!,#VALUE!,233928907.4,253749264.8,304487916.7,217208249.7,281505209,333459523.8,349425446,315237177.2,310909241.3,329276526.4,365717995.2,764097255.3,1075092545,837212127.2,1078294699,896070028.5,1523080295,2347961371,2396897015,2114026896,1781640696,1387286327,1415523969,1285015827,2372511988,1344861825,811467736.1,1963168868,2117099583,2575671740,2205059617,2699681130,3934769873,5798192958,6110478290,5742169780,5902279586,4094786187,3880302717,3337724820,3332363088,3565681769,3202440722,3384429920,4295214260,5829658923,7973410706,7025825913,8851781801,10757129290,11103553765,12230777061,11721303617,9220660194,10618353910
"Food export, current US$",Brazil,#VALUE!,#VALUE!,863752141.3,1037022371,990907190.5,1074715511,1199807697,1124809688,1293506662,1493376050,1732421842,1740250486,2502787103,3827480594,4602750144,4689090909,6035401775,7465229297,6578588492,7095276718,9313731913,9637199422,7995587674,8827737309,10468620704,9428411340,7691241174,8468757773,9836061330,9372394915,8700796893,7883258653,9094171415,9745847135,12660466339,13360686620,14450707318,16568472431,15261513907,13894674408,12885640420,16085902386,16852870765,20944162332,27066348082,30545434234,34503308966,42329650384,54584151596,52325287639,61380794189,78097369259,78093681618,83025688637,79671379563,71860177498,69092090683
,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",British Virgin Islands,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",British Virgin Islands,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
